85125,2,4
85875,1,4
85875,3,4
86625,1,4
86625,3,4
87000,2,4
87375,2,4
87750,2,4
88125,2,4
88500,1,4
88500,3,4
88875,1,4
88875,3,4
89250,1,4
89250,3,4
89625,1,4
89625,3,4
90375,2,4
91125,2,4
91875,2,4
92625,2,4
93000,2,4
93375,3,4
93750,2,4
94125,1,4
94500,2,4
94875,3,4
95250,4,4
95625,3,4
96000,2,4
96375,1,4
96750,0,4
97125,1,4
97500,2,4
97875,2,4
98250,2,4
98625,1,4
98625,3,4
102000,2,4
102750,2,4
103875,2,4
104250,2,4
105000,3,4
106125,2,4
107250,1,4
107625,1,4
108000,2,4
108750,2,4
109875,2,4
110250,2,4
111000,3,4
112125,2,4
113250,1,4
113625,1,4
114000,2,4
114375,3,4
114750,4,4
115125,3,4
116250,2,4
116625,2,4
117000,2,4
117375,3,4
117750,4,4
118125,3,4
119250,0,4
119625,0,4
120000,2,4
120750,2,4
121875,2,4
122250,2,4
123000,3,4
124125,2,4
125250,1,4
125625,1,4
126000,2,4
126375,2,4
126750,2,4
127125,2,4
127500,3,4
127875,4,4
128250,3,4
128625,4,4
129375,2,4
130125,2,4
130875,0,4
131625,0,4
132000,2,4
132375,2,4
132750,2,4
133125,2,4
133500,1,4
133875,0,4
134250,1,4
134625,0,4
135375,2,4
136125,2,4
136875,2,4
137625,2,4
138375,1,4
138375,3,4
139125,1,4
139125,3,4
139875,2,4
140250,2,4
140625,2,4
141375,1,4
141375,3,4
142125,1,4
142125,3,4
142875,2,4
143625,2,4
144000,2,4
144375,2,4
144750,2,4
145125,2,4
145500,2,4
145875,2,4
146250,2,4
146625,2,4
147000,1,4
147375,0,4
147750,1,4
148125,2,4
148500,3,4
148875,4,4
149250,2,4
149625,1,4
149625,3,4
150000,2,4
150750,2,4
151875,2,4
152250,2,4
153000,3,4
154125,2,4
155250,1,4
155625,1,4
156000,2,4
156750,2,4
157875,2,4
158250,2,4
159000,3,4
160125,2,4
161250,1,4
161625,1,4
162000,2,4
162375,3,4
162750,4,4
163125,3,4
164250,2,4
164625,2,4
165000,2,4
165375,3,4
165750,4,4
166125,3,4
167250,0,4
167625,0,4
168000,2,4
168750,2,4
169875,2,4
170250,2,4
171000,3,4
172125,2,4
173250,1,4
173625,1,4
174000,2,4
174375,2,4
174750,2,4
175125,2,4
175500,3,4
175875,4,4
176250,3,4
176625,4,4
177375,2,4
178125,2,4
178875,0,4
179625,0,4
180000,2,4
180375,2,4
180750,2,4
181125,2,4
181500,1,4
181875,0,4
182250,1,4
182625,0,4
183375,2,4
184125,2,4
184875,2,4
185625,2,4
186375,1,4
186375,3,4
187125,1,4
187125,3,4
187875,2,4
188250,2,4
188625,2,4
189375,1,4
189375,3,4
190125,1,4
190125,3,4
190875,2,4
191625,2,4
192000,2,4
192375,2,4
192750,2,4
193125,2,4
193500,2,4
193875,2,4
194250,2,4
194625,2,4
195000,1,4
195375,0,4
195750,1,4
196125,2,4
196500,3,4
196875,4,4
197250,2,4
197625,1,4
197625,3,4
201000,2,4
201375,2,4
201750,4,4
202125,0,4
202500,2,4
202875,2,4
203250,1,4
203250,3,4
203625,1,4
203625,3,4
204000,2,4
204375,2,4
204750,4,4
205125,0,4
205500,2,4
205875,2,4
206250,1,4
206250,3,4
206625,1,4
206625,3,4
207000,2,4
207375,1,4
207750,0,4
208125,4,4
208500,3,4
208875,2,4
209250,1,4
209250,3,4
209625,1,4
209625,3,4
210000,2,4
210375,3,4
210750,4,4
211125,0,4
211500,1,4
211875,2,4
212250,1,4
212250,3,4
212625,1,4
212625,3,4
213000,2,4
213000,4,4
213375,1,4
213375,3,4
213750,0,4
213750,2,4
214125,1,4
214125,3,4
214500,2,4
214875,2,4
215250,2,4
215625,2,4
216000,0,4
216000,2,4
216375,1,4
216375,3,4
216730,4,4
216750,2,4
217125,1,4
217125,3,4
217500,2,4
217875,2,4
218250,2,4
218625,2,4
219000,2,4
219375,1,4
219375,3,4
219750,2,4
220125,1,4
220125,3,4
220500,1,4
220500,3,4
220875,2,4
221250,1,4
221250,3,4
221625,2,4
222000,2,4
222375,1,4
222375,3,4
222750,2,4
223125,1,4
223125,3,4
223500,1,4
223500,3,4
223875,2,4
224250,1,4
224250,3,4
224625,2,4
225000,4,4
225188,3,4
225375,2,4
225563,1,4
225750,0,4
225938,1,4
226125,2,4
226313,3,4
226500,4,4
226688,3,4
226875,2,4
227063,1,4
227063,3,4
227250,0,4
227250,2,4
227438,1,4
227438,3,4
227625,2,4
227625,4,4
227813,1,4
227813,3,4
228000,2,4
228188,3,4
228375,1,4
228563,4,4
228750,0,4
228938,2,4
229125,1,4
229125,3,4
229313,1,4
229313,3,4
229500,0,4
229500,1,4
229500,2,4
229500,3,4
229500,4,4
229688,0,4
229688,1,4
229688,2,4
229688,3,4
229688,4,4
229875,0,4
229875,1,4
229875,2,4
229875,3,4
229875,4,4
230063,0,4
230063,1,4
230063,2,4
230063,3,4
230063,4,4
230250,0,4
230250,1,4
230250,2,4
230250,3,4
230250,4,4
230438,0,4
230438,1,4
230438,2,4
230438,3,4
230438,4,4
230625,0,4
230625,1,4
230625,2,4
230625,3,4
230625,4,4
230813,0,4
230813,1,4
230813,2,4
230813,3,4
230813,4,4
